x,y
1.820000,7.926905
1.830000,6.024543
1.840000,5.518649
1.850000,5.387230
1.860000,7.899213
1.870000,5.008057
1.880000,10.204775
1.890000,3.885272
1.900000,7.648141
1.910000,10.006269
1.920000,8.296953
1.930000,7.714538
1.940000,7.834557
1.950000,5.817764
1.960000,6.623757
1.970000,4.446111
1.980000,8.860536
1.990000,3.180094
2.000000,7.276762
2.010000,2.494135
2.020000,5.355947
2.030000,8.153543
2.040000,5.916639
2.050000,5.420012
2.060000,8.056755
2.070000,7.242780
2.080000,6.328999
2.090000,7.135406
2.100000,8.439444
2.110000,4.527757
2.120000,10.546141
2.130000,7.556203
2.140000,6.508250
2.150000,5.550155
2.160000,6.274520
2.170000,5.024122
2.180000,8.231905
2.190000,8.045689
2.200000,6.586173
2.210000,5.890128
2.220000,5.429457
2.230000,6.539484
2.240000,7.353455
2.250000,8.667777
2.260000,6.732091
2.270000,9.337034
2.280000,2.876183
2.290000,7.441974
2.300000,9.166054
2.310000,4.756000
2.320000,7.925211
2.330000,8.925165
2.340000,7.799054
2.350000,5.389079
2.360000,10.075136
2.370000,5.741074
2.380000,9.435879
2.390000,5.572347
2.400000,6.941579
2.410000,6.648493
2.420000,6.616505
2.430000,7.888081
2.440000,10.193168
2.450000,8.170685
2.460000,5.371384
2.470000,8.091652
2.480000,8.284990
2.490000,6.322047
2.500000,10.318901
2.510000,8.823729
2.520000,7.218159
2.530000,8.636601
2.540000,9.348251
2.550000,7.955784
2.560000,9.602616
2.570000,5.846918
2.580000,7.060015
2.590000,9.380379
2.600000,7.221992
2.610000,6.608425
2.620000,8.537867
2.630000,4.209090
2.640000,9.751069
2.650000,6.107488
2.660000,9.075331
2.670000,11.217235
2.680000,7.907243
2.690000,11.004490
2.700000,6.410034
2.710000,8.867035
2.720000,7.903458
2.730000,3.807892
2.740000,4.426882
2.750000,10.318345
2.760000,11.355661
2.770000,7.994731
2.780000,10.779544
2.790000,7.464854
2.800000,8.613747
2.810000,11.650368
2.820000,7.188231
2.830000,11.630573
2.840000,12.028219
2.850000,4.800360
2.860000,8.558750
2.870000,6.320096
2.880000,8.219104
2.890000,5.678600
2.900000,6.932194
2.910000,7.073390
2.920000,9.492087
2.930000,4.936696
2.940000,7.107723
2.950000,9.374016
2.960000,7.312138
2.970000,6.710909
2.980000,11.904958
2.990000,9.117648
3.000000,4.054817
3.010000,7.792799
3.020000,8.228611
3.030000,8.096022
3.040000,5.234102
3.050000,6.861074
3.060000,11.159169
3.070000,11.506182
3.080000,7.334516
3.090000,10.080340
3.100000,5.706456
3.110000,11.341180
3.120000,12.940990
3.130000,9.626821
3.140000,11.540389
3.150000,8.107189
3.160000,7.930344
3.170000,7.756387
3.180000,9.155509
3.190000,7.653577
3.200000,12.888619
3.210000,13.498963
3.220000,5.673426
3.230000,9.872754
3.240000,11.974033
3.250000,11.713022
3.260000,7.246219
3.270000,8.549775
3.280000,8.380166
3.290000,9.993410
3.300000,11.773047
3.310000,14.151157
3.320000,10.798833
3.330000,9.999823
3.340000,7.884695
3.350000,7.281172
3.360000,10.029991
3.370000,11.805725
3.380000,11.339402
3.390000,13.463020
3.400000,7.172122
3.410000,10.120548
3.420000,6.076427
3.430000,9.101819
3.440000,12.777801
3.450000,10.623890
3.460000,9.580800
3.470000,11.603288
3.480000,8.380567
3.490000,13.095554
3.500000,14.094955
3.510000,11.878263
3.520000,8.635697
3.530000,7.489414
3.540000,10.922110
3.550000,12.794928
3.560000,10.694856
3.570000,13.500795
3.580000,13.954061
3.590000,11.842008
3.600000,9.547027
3.610000,9.290736
3.620000,9.170283
3.630000,10.480751
3.640000,10.735527
3.650000,11.442753
3.660000,10.597040
3.670000,13.002541
3.680000,6.465776
3.690000,10.900597
3.700000,13.471703
3.710000,10.253978
3.720000,10.542279
3.730000,12.105800
3.740000,10.702310
3.750000,9.931163
3.760000,12.218461
3.770000,10.546053
3.780000,7.567361
3.790000,13.304631
3.800000,12.369517
3.810000,10.681505
3.820000,10.755443
3.830000,12.605056
3.840000,10.613868
3.850000,12.968205
3.860000,12.023638
3.870000,11.180709
3.880000,11.517745
3.890000,10.319130
3.900000,12.074367
3.910000,7.949485
3.920000,7.889488
3.930000,7.891050
3.940000,9.653356
3.950000,11.673808
3.960000,10.379280
3.970000,9.792463
3.980000,12.359903
3.990000,11.592003
4.000000,15.357954
4.010000,9.976481
4.020000,14.536052
4.030000,13.181794
4.040000,10.546768
4.050000,7.018605
4.060000,9.863588
4.070000,14.551543
4.080000,11.429739
4.090000,12.212196
4.100000,10.212316
4.110000,11.225551
4.120000,14.460235
4.130000,11.298870
4.140000,10.601356
4.150000,13.364255
4.160000,10.463775
4.170000,12.986451
4.180000,10.933367
4.190000,13.551040
4.200000,10.634994
4.210000,10.178226
4.220000,13.604125
4.230000,11.486035
4.240000,5.599762
4.250000,12.162163
4.260000,13.200833
4.270000,10.881326
4.280000,13.252093
4.290000,12.513653
4.300000,10.314245
4.310000,9.747689
4.320000,11.118509
4.330000,10.484279
4.340000,11.291029
4.350000,11.429205
4.360000,10.819101
4.370000,11.262430
4.380000,11.711660
4.390000,13.019143
4.400000,11.443998
4.410000,8.723569
4.420000,14.004771
4.430000,13.132781
4.440000,11.740593
4.450000,10.351608
4.460000,11.228927
4.470000,11.352269
4.480000,15.390874
4.490000,12.549354
4.500000,13.434811
4.510000,9.764525
4.520000,12.770836
4.530000,12.789644
4.540000,11.020684
4.550000,13.144110
4.560000,14.803735
4.570000,12.714283
4.580000,9.160258
4.590000,14.169447
4.600000,13.911721
4.610000,11.942911
4.620000,13.130405
4.630000,14.694524
4.640000,10.324943
4.650000,15.534850
4.660000,11.203704
4.670000,11.689356
4.680000,12.692239
4.690000,14.280640
4.700000,10.261363
4.710000,10.596717
4.720000,12.758656
4.730000,13.716586
4.740000,13.103987
4.750000,13.041449
4.760000,10.238489
4.770000,15.010200
4.780000,13.017339
4.790000,11.331666
4.800000,11.946165
4.810000,11.257823
4.820000,11.104447
4.830000,12.523352
4.840000,12.137769
4.850000,11.575547
4.860000,12.059629
4.870000,15.831871
4.880000,16.628307
4.890000,12.512881
4.900000,9.934290
4.910000,14.909458
4.920000,14.577642
4.930000,15.261102
4.940000,8.664860
4.950000,12.711058
4.960000,9.654843
4.970000,12.828810
4.980000,11.882577
4.990000,12.925213
5.000000,13.385911
5.010000,13.517685
5.020000,12.588171
5.030000,11.826011
5.040000,14.111070
5.050000,16.053523
5.060000,11.272223
5.070000,18.569575
5.080000,14.036039
5.090000,15.649458
5.100000,13.161372
5.110000,16.316222
5.120000,13.208283
5.130000,14.718252
5.140000,12.696171
5.150000,15.463695
5.160000,12.618973
5.170000,13.517423
5.180000,12.659881
5.190000,7.813893
5.200000,16.752615
5.210000,14.446189
5.220000,14.456226
5.230000,10.948839
5.240000,16.022174
5.250000,14.187491
5.260000,15.524430
5.270000,11.006590
5.280000,14.004667
5.290000,13.172201
5.300000,13.779236
5.310000,19.252917
5.320000,11.822691
5.330000,14.152691
5.340000,13.176527
5.350000,11.825466
5.360000,12.632339
5.370000,11.841716
5.380000,14.971772
5.390000,16.472098
5.400000,15.866684
5.410000,11.897150
5.420000,15.139028
5.430000,14.505633
5.440000,11.177912
5.450000,10.666058
5.460000,13.801369
5.470000,12.697989
5.480000,12.874059
5.490000,16.223960
5.500000,18.122384
5.510000,14.157050
5.520000,12.436136
5.530000,12.342806
5.540000,19.923765
5.550000,13.536945
5.560000,15.317202
5.570000,11.063521
5.580000,14.568463
5.590000,13.764613
5.600000,15.582526
5.610000,13.713403
5.620000,13.253569
5.630000,15.571448
5.640000,12.839892
5.650000,14.550856
5.660000,15.439766
5.670000,11.601477
5.680000,15.477731
5.690000,16.576792
5.700000,17.307953
5.710000,12.223760
5.720000,12.962011
5.730000,15.317608
5.740000,9.756668
5.750000,15.511622
5.760000,14.619304
5.770000,12.539167
5.780000,16.700297
5.790000,14.903175
5.800000,16.564191
5.810000,12.594747
5.820000,14.492598
5.830000,17.210713
5.840000,10.699730
5.850000,14.574469
5.860000,15.745611
5.870000,18.327095
5.880000,13.907035
5.890000,12.798329
5.900000,15.564054
5.910000,14.789843
5.920000,14.067885
5.930000,12.808160
5.940000,16.494377
5.950000,14.331604
5.960000,14.715633
5.970000,14.417095
5.980000,12.300441
5.990000,15.113061
6.000000,14.795181
6.010000,17.462284
6.020000,13.795392
6.030000,12.406856
6.040000,14.641602
6.050000,17.535544
6.060000,16.134234
6.070000,14.100125
6.080000,15.464327
6.090000,16.098325
6.100000,19.758555
6.110000,14.249596
6.120000,16.174518
6.130000,15.130437
6.140000,15.238088
6.150000,19.312933
6.160000,14.234691
6.170000,16.401997
6.180000,17.870067
6.190000,15.617547
6.200000,16.359253
6.210000,17.476056
6.220000,17.432006
6.230000,16.529792
6.240000,16.335970
6.250000,15.347139
6.260000,16.486587
6.270000,19.476694
6.280000,16.119686
6.290000,17.966451
6.300000,12.430405
6.310000,18.416566
6.320000,15.287149
6.330000,16.888799
6.340000,12.174987
6.350000,13.494326
6.360000,13.832884
6.370000,16.994484
6.380000,12.325428
6.390000,15.587143
6.400000,16.307595
6.410000,15.050856
6.420000,15.699527
6.430000,15.818005
6.440000,17.708612
6.450000,16.178024
6.460000,17.817437
6.470000,16.781814
6.480000,18.833346
6.490000,15.854822
6.500000,18.735367
6.510000,14.933695
6.520000,17.272161
6.530000,17.565898
6.540000,13.571554
6.550000,14.709119
6.560000,15.877522
6.570000,19.446759
6.580000,16.579192
6.590000,14.541492
6.600000,16.482386
6.610000,17.681837
6.620000,11.847622
6.630000,13.838560
6.640000,17.776837
6.650000,15.325745
6.660000,22.147222
6.670000,17.184732
6.680000,14.910193
6.690000,17.129466
6.700000,12.170782
6.710000,19.008937
6.720000,18.850534
6.730000,18.933779
6.740000,16.351823
6.750000,19.000966
6.760000,18.761235
6.770000,15.612899
6.780000,18.182496
6.790000,15.522519
6.800000,20.452178
6.810000,13.164860
6.820000,16.709083
6.830000,16.896800
6.840000,12.478180
6.850000,13.828373
6.860000,20.289485
6.870000,17.884142
6.880000,16.764021
6.890000,17.835958
6.900000,16.710269
6.910000,19.815349
6.920000,17.183798
6.930000,15.753408
6.940000,17.439604
6.950000,20.977850
6.960000,18.133013
6.970000,17.821685
6.980000,13.817189
6.990000,15.469550
7.000000,18.470741
7.010000,13.667699
7.020000,16.709330
7.030000,16.764711
7.040000,15.622289
7.050000,19.277365
7.060000,18.406851
7.070000,16.668144
7.080000,20.446900
7.090000,15.452038
7.100000,16.228037
7.110000,17.885444
7.120000,15.018145
7.130000,14.886380
7.140000,15.012447
7.150000,17.483592
7.160000,15.888304
7.170000,17.119278
7.180000,14.808018
7.190000,14.694872
7.200000,17.953265
7.210000,15.106865
7.220000,17.586593
7.230000,13.269980
7.240000,16.431664
7.250000,18.051559
7.260000,17.229501
7.270000,16.524672
7.280000,18.379045
7.290000,18.911990
7.300000,16.409857
7.310000,14.872323
7.320000,18.781237
7.330000,17.176878
7.340000,18.853208
7.350000,17.318507
7.360000,14.940648
7.370000,19.016450
7.380000,20.175209
7.390000,15.432083
7.400000,18.044332
7.410000,20.663843
7.420000,16.862741
7.430000,16.545138
7.440000,17.685130
7.450000,16.050582
7.460000,21.417597
7.470000,16.328981
7.480000,18.797409
7.490000,17.888270
7.500000,19.913288
7.510000,15.707978
7.520000,16.806054
7.530000,16.931600
7.540000,17.504275
7.550000,17.345252
7.560000,17.680835
7.570000,17.721317
7.580000,13.719915
7.590000,16.200603
7.600000,16.414161
7.610000,20.421850
7.620000,19.493420
7.630000,16.247526
7.640000,15.647783
7.650000,17.536402
7.660000,16.675022
7.670000,16.856074
7.680000,14.312492
7.690000,22.873750
7.700000,19.707646
7.710000,17.591414
7.720000,18.280447
7.730000,17.088555
7.740000,16.788615
7.750000,16.760679
7.760000,21.314105
7.770000,18.467874
7.780000,19.393981
7.790000,17.079820
7.800000,18.209830
7.810000,20.886543
7.820000,18.298670
7.830000,18.866902
7.840000,15.186830
7.850000,16.159144
7.860000,19.765415
7.870000,15.827803
7.880000,15.963049
7.890000,19.874513
7.900000,20.592650
7.910000,16.493844
7.920000,17.706788
7.930000,17.970115
7.940000,17.919096
7.950000,20.070395
7.960000,19.552154
7.970000,18.318834
7.980000,18.881580
7.990000,19.883451
8.000000,17.174685
8.010000,20.525534
8.020000,20.425147
8.030000,19.573746
8.040000,20.770275
8.050000,23.125671
8.060000,20.867154
8.070000,17.391174
8.080000,18.005005
8.090000,20.331403
8.100000,21.440266
8.110000,20.670492
8.120000,17.200415
8.130000,19.498770
8.140000,16.732736
8.150000,21.186394
8.160000,19.826996
8.170000,21.695218
8.180000,15.733736
8.190000,22.423791
8.200000,19.208366
8.210000,20.579753
8.220000,20.315444
8.230000,19.437258
8.240000,18.464597
8.250000,19.261388
8.260000,17.902322
8.270000,20.661825
8.280000,21.548478
8.290000,19.059634
8.300000,18.202921
8.310000,19.708892
8.320000,15.737689
8.330000,18.089217
8.340000,19.079267
8.350000,20.120789
8.360000,19.563616
8.370000,18.705663
8.380000,17.534562
8.390000,19.484480
8.400000,16.501375
8.410000,20.523128
8.420000,17.717074
8.430000,15.872777
8.440000,21.856569
8.450000,18.780380
8.460000,17.993976
8.470000,21.019973
8.480000,18.580352
8.490000,18.685474
8.500000,19.086689
8.510000,19.017225
8.520000,19.087757
8.530000,20.578194
8.540000,15.619192
8.550000,19.911047
8.560000,21.492867
8.570000,17.173102
8.580000,19.712824
8.590000,22.399782
8.600000,22.929641
8.610000,18.604432
8.620000,19.189811
8.630000,20.578588
8.640000,23.612845
8.650000,19.440770
8.660000,20.528499
8.670000,19.605959
8.680000,18.164249
8.690000,21.816949
8.700000,17.127001
8.710000,16.455231
8.720000,20.206360
8.730000,24.487943
8.740000,18.658071
8.750000,19.153646
8.760000,19.574366
8.770000,20.354325
8.780000,20.074336
8.790000,21.105679
8.800000,22.037161
8.810000,18.732292
8.820000,20.538214
8.830000,20.790170
8.840000,16.558565
8.850000,19.920686
8.860000,19.166934
8.870000,20.711147
8.880000,22.923734
8.890000,19.327408
8.900000,20.388092
8.910000,21.582059
8.920000,17.026151
8.930000,22.896551
8.940000,17.208972
8.950000,20.881516
8.960000,21.080396
8.970000,24.157094
8.980000,17.030370
8.990000,20.099449
9.000000,21.617713
9.010000,21.857734
9.020000,22.362724
9.030000,23.216933
9.040000,24.911451
9.050000,22.975130
9.060000,21.020512
9.070000,21.684922
9.080000,23.581497
9.090000,19.053042
9.100000,19.318765
9.110000,18.594138
9.120000,17.471186
9.130000,19.781396
9.140000,22.319235
9.150000,24.626041
9.160000,19.286584
9.170000,16.548258
9.180000,19.295946
9.190000,22.315099
9.200000,21.328023
9.210000,21.448521
9.220000,19.453909
9.230000,19.805541
9.240000,21.910544
9.250000,25.126364
9.260000,19.631214
9.270000,23.999161
9.280000,19.559452
9.290000,21.652308
9.300000,18.202674
9.310000,23.146275
9.320000,17.973243
9.330000,20.850537
9.340000,22.729917
9.350000,19.483112
9.360000,22.468676
9.370000,21.618593
9.380000,23.087455
9.390000,22.522104
9.400000,21.739354
9.410000,19.615049
9.420000,25.113951
9.430000,22.756415
9.440000,22.138556
9.450000,20.174462
9.460000,19.818587
9.470000,21.478439
9.480000,22.525988
9.490000,23.175415
9.500000,22.534373
9.510000,22.233445
9.520000,24.811418
9.530000,21.496769
9.540000,21.072074
9.550000,22.748135
9.560000,25.176604
9.570000,23.567067
9.580000,19.580304
9.590000,16.150490
9.600000,20.026897
9.610000,22.993486
9.620000,22.569330
9.630000,21.377615
9.640000,22.901064
9.650000,22.545378
9.660000,20.685338
9.670000,23.892309
9.680000,22.062632
9.690000,21.640097
9.700000,22.182055
9.710000,21.327000
9.720000,19.531927
9.730000,23.540717
9.740000,24.428111
9.750000,23.940169
9.760000,23.395754
9.770000,21.240124
9.780000,21.454751
9.790000,23.534974
9.800000,22.517166
9.810000,21.062825
9.820000,25.433067
9.830000,21.785461
9.840000,22.519813
9.850000,21.039535
9.860000,21.834711
9.870000,22.771965
9.880000,23.112635
9.890000,22.000676
9.900000,22.134455
9.910000,23.115482
9.920000,22.304596
9.930000,21.823441
9.940000,25.488964
9.950000,22.214903
9.960000,24.341205
9.970000,19.925094
9.980000,26.548328
9.990000,20.894169
