x,y
-0.621068,0.188989
-0.171663,0.965953
-0.617509,-1.074441
-0.277858,-1.907510
-0.578744,0.276848
1.484460,-0.566563
-1.006483,-0.740786
0.017761,1.408116
1.492875,-0.028419
-0.306598,-1.054804
0.838180,0.561939
0.500932,0.789290
-1.205192,1.251678
-1.510661,-1.947052
-1.311138,0.233195
0.186489,1.048815
0.156835,0.362389
-0.066611,-1.173823
0.565079,0.031988
-0.613184,-1.066916
0.015968,-1.284842
0.006304,0.995909
-0.710984,1.255817
-0.490139,-1.076148
-1.182240,0.905337
1.250340,-0.579060
-0.438372,0.386532
-1.100855,0.641856
1.172186,-1.748941
-1.318350,-0.174839
1.504997,-0.180803
0.038762,0.769816
-1.560824,-1.074879
1.466407,0.175892
0.339452,-0.943306
-2.030444,1.554875
-0.263419,-0.348469
-0.058153,-0.051257
0.842206,-1.223082
-0.818500,-1.325935
0.994665,0.228898
-0.310343,0.129722
-0.550004,0.460921
1.312803,-1.202514
-1.249869,-1.158747
-1.279613,-0.424533
-1.010687,0.012795
1.449396,1.327138
-2.154271,0.258601
1.888404,0.639904
-0.934474,-0.159974
0.540396,-0.392758
0.671057,0.911478
0.728599,-0.892368
0.051511,0.085859
-0.964233,-0.611773
0.451579,-0.992215
-0.632332,1.241207
-1.525442,-0.901921
0.294232,-1.037612
-0.423996,0.997097
-0.848601,-0.042611
0.222446,0.605828
-0.054657,0.966345
1.994800,1.780976
0.899175,0.102127
-0.915841,0.210848
0.199294,0.362488
-0.901419,0.403689
-2.061142,-1.683036
0.264106,-0.186925
-1.091785,-0.006759
2.076089,-0.961482
-0.414753,-0.458586
-0.399107,0.351910
0.211989,-1.287246
-0.836676,0.127208
1.041602,-1.196924
0.755560,-0.479671
-0.657295,-1.938841
0.321170,-1.357414
2.290367,0.318620
1.000809,-0.082114
-0.998485,-0.469723
-0.641457,-0.321692
-0.324899,-1.826247
0.532731,0.306075
1.405633,-1.008174
1.348441,0.438121
0.112468,1.114482
-0.266132,0.636937
0.756088,-1.208534
-0.418601,-0.546581
0.914360,-2.228181
-0.431043,-0.084992
-0.125529,0.530323
0.812098,-0.376100
-0.136652,0.899627
0.114686,0.394697
0.560299,0.158966
-1.434509,1.416792
-0.277264,0.675478
0.645998,-0.040762
0.778718,1.576872
1.105705,0.803310
-0.719784,-0.151346
0.940398,0.940355
-0.756210,-0.272165
0.135038,-0.708448
0.796914,0.157210
-1.334751,-0.744556
1.502933,-0.180555
-0.262387,0.470324
0.655014,0.752408
0.370980,-1.051612
1.837315,0.232100
1.059372,-0.374104
-0.819118,1.238663
-1.510335,-0.448936
-0.474017,-1.040750
-0.013023,0.061923
0.086766,-1.061727
-0.341073,1.294853
-0.878055,-0.173133
-1.762853,1.477329
-0.107722,-1.066465
0.025875,0.241222
0.420397,-0.701011
-0.479252,-0.955079
-0.228434,0.067947
-1.211205,-0.030334
-0.808010,0.916633
0.442804,-1.183613
0.698864,0.449680
0.110040,0.828858
1.918777,0.690780
-0.192779,-0.505174
-0.448263,-0.448159
-0.179177,0.012420
1.813687,0.652947
0.460195,0.220086
0.208094,0.654325
0.575224,-0.713624
-1.228358,-0.616026
-0.113418,-0.478762
-0.534404,-2.620213
-1.747925,-0.021804
2.213513,0.279623
0.237223,-0.878481
-1.396369,1.564163
0.114648,1.399718
0.107381,1.310997
-0.321456,-0.209664
-0.051260,0.542561
-1.544889,1.624786
-0.332759,0.825404
-0.660937,0.156542
-1.101047,0.350220
-0.022323,0.889675
1.183902,-0.741212
-0.210929,0.143371
0.382459,0.883727
-0.378369,-1.597180
0.951193,-0.515376
-0.270751,-0.485107
0.118450,0.937307
-1.406147,0.855770
-0.613073,-0.153246
-1.349269,-2.962449
-1.780088,0.730962
0.647547,-1.178312
-2.028020,-0.672830
0.916395,-0.192952
-0.596289,1.309853
-0.196331,-1.726453
0.389743,0.966493
0.495024,1.927681
-0.000111,-0.798535
-0.340581,1.570342
0.603286,0.658801
-0.801235,-1.316400
0.706443,-0.417951
-2.213058,-0.479868
-0.599349,0.263902
1.036475,-0.238722
-0.784052,1.539017
-0.315905,0.601288
-0.477216,0.192466
0.186420,1.553576
-2.096100,-0.197938
-0.558957,-1.411238
-2.294278,0.682420
0.097255,-0.448623
-1.755559,-0.311903
0.189745,1.303456
0.804311,0.429086
-0.069252,-0.475422
-0.050461,0.107252
0.506262,-1.558900
0.890075,1.922602
-0.848453,-1.894323
0.985424,-0.625602
-0.304994,-3.019490
-0.469480,-0.700059
0.096790,-0.244570
-0.757284,-0.847967
1.074529,-0.481333
0.041248,-2.204345
-1.428969,-1.818060
-0.954042,0.066131
-1.061956,-1.368728
-0.401670,0.087174
1.201260,-0.731230
1.981360,-0.187659
0.073548,2.336948
-1.852094,-0.401599
0.382197,0.058073
-0.324590,1.232275
0.451486,0.589633
0.292145,0.153504
0.679292,-1.376181
0.438188,0.700112
0.435840,0.607842
0.738615,-1.450161
1.576781,-1.161210
-0.616021,0.656086
-0.946303,-0.567558
0.517194,-0.297276
0.561045,-0.088965
-0.054069,0.450952
-0.929391,0.503453
-0.662408,-0.004101
-1.034269,-0.741383
0.561196,1.887046
-2.022992,0.757360
-1.323373,0.887404
1.623052,-0.081951
-0.290616,0.290656
0.471021,1.088363
-0.683332,-0.847261
0.417149,2.186290
2.923830,-0.369905
0.570692,1.834293
0.465340,0.029276
0.651822,0.921228
-1.531524,0.455544
-0.965855,0.425280
-0.207717,0.221227
-2.489107,0.791733
0.715351,0.771390
0.123498,0.456998
0.257360,0.411196
0.387796,-1.017059
0.463200,0.144089
-0.110742,0.042254
-0.775612,0.371021
0.852640,0.313025
0.629459,1.179772
-0.348476,0.931213
-1.842981,0.104498
0.249492,-0.597267
-0.029596,-0.335059
-0.012675,1.012337
-1.421125,-1.571317
0.821541,0.172821
-1.694569,-1.198652
1.020159,0.032059
1.264251,1.672758
0.643466,0.000000
0.378422,-1.031218
-1.078996,-0.684586
-1.637201,0.464665
-0.039102,-0.049749
-0.749678,-0.604343
0.803329,1.320116
-1.231547,0.267281
-1.189529,0.899119
1.608513,-0.782088
-0.492520,-0.786759
-0.648218,0.857836
0.840583,0.154878
-0.985172,-1.190580
0.276879,-2.585755
0.396113,-0.567582
-0.370737,0.626970
-0.854097,-0.350535
0.100683,1.599168
-0.229271,1.391380
1.696841,-0.010976
0.386521,-0.311766
-0.592589,0.987935
0.796918,-1.189028
1.892144,-1.151785
-0.179781,-2.035344
1.023795,0.249188
-0.927380,-0.881695
1.906501,1.330932
1.313823,0.979969
-0.439407,0.315098
0.321713,-0.034554
0.751848,-0.218576
-0.728570,0.826513
1.561974,-0.910906
0.199812,-0.921698
1.170405,-1.127460
0.588285,0.658854
1.039746,0.239272
-0.860192,-1.215481
-0.310708,0.090297
0.552079,-0.545361
-1.162314,-0.252030
0.486873,-0.300578
0.739424,0.611679
-2.920432,0.092046
-0.466818,1.060591
-0.496155,-0.355653
-1.149722,1.135523
0.110575,-0.242956
0.905623,-0.244868
-0.082017,1.002472
-0.112125,0.587947
-0.621924,0.434252
0.787188,0.432745
2.362867,-0.466587
0.318628,-1.072126
-0.423049,0.397325
-0.301634,-0.821260
-0.604086,1.445768
-1.041490,-1.618122
1.899366,0.239939
0.224577,-0.014171
0.006000,0.238250
0.750987,-0.313990
-0.296797,-1.288895
-0.326704,0.339305
0.182229,0.106226
-0.458333,-3.291330
-0.564777,-1.058305
1.505123,-1.183118
0.113180,0.035207
1.335479,-2.134635
-0.212055,-1.285417
0.443215,0.218851
-2.018928,1.586697
-0.751138,-0.238768
1.233127,0.488213
-0.362549,0.311667
-0.703753,-0.582061
0.785956,0.406691
1.327096,-0.697622
-0.712428,-1.048032
-3.007925,0.935989
0.445040,-0.646304
0.962658,-0.746970
-0.759626,0.149927
0.226575,0.256986
-0.148382,-0.899452
0.440184,-0.328456
0.012350,1.951273
0.157543,1.561148
-0.519228,-1.873861
1.505869,0.417035
1.218003,-0.362411
0.665026,0.640388
-0.668274,1.215763
0.653762,-1.189622
-1.219803,0.829111
0.858649,0.417294
0.773741,0.640068
-0.493652,-1.426596
-0.784261,-0.691260
0.038110,0.605304
0.827139,0.234673
0.697710,1.863922
0.186563,-0.916027
0.379497,-1.248168
0.524217,0.262957
-0.429561,1.765219
0.454783,1.314664
0.055301,-0.733441
0.268258,0.428608
0.069903,0.332222
-0.364991,-0.194673
-0.932486,-0.129633
2.465187,-0.600502
-0.771803,-0.724605
0.039380,-1.047986
-1.276504,-1.213621
-0.198521,-0.637869
0.190477,-0.612624
0.033855,0.597584
-0.144294,-0.296802
0.576950,0.688522
0.247371,0.076950
0.751106,0.425286
-1.728600,-0.799969
1.316063,1.047552
0.368177,0.588254
-2.300058,1.118066
2.274973,1.213660
0.747009,-0.196952
-1.152433,-2.159482
-0.061661,0.816788
1.057991,-1.155777
-1.467780,0.386842
0.516141,0.739276
2.376302,-0.515957
-0.345580,-1.810280
1.247980,1.717596
1.249475,1.631791
-0.362316,1.670558
0.380900,-0.725163
0.832957,-1.088245
0.283706,-1.439186
-0.125730,-0.946364
-0.072332,-0.544439
0.730123,-0.463523
-1.113262,0.766965
1.088131,0.323549
0.565698,1.511255
-0.290640,1.132220
0.713028,-0.458981
1.217308,-1.115041
-0.215712,-0.936771
0.008501,-1.383529
0.538818,-0.106399
1.239204,-0.602523
0.462429,0.492414
-2.000152,0.138643
0.048380,-0.426486
0.240256,-1.728814
-0.066777,1.180623
0.000120,2.600536
-2.701413,-1.049657
-0.214564,0.906472
1.215385,1.740813
0.125402,-0.362722
0.920364,2.163833
0.835332,0.242679
-1.464822,0.781632
-1.904928,0.438559
-1.337461,-0.298819
-1.327720,-0.331882
-0.891280,-0.146822
-2.355733,-1.237515
-0.758447,-0.543669
-0.842640,0.021260
-0.048696,-0.551299
0.533166,-0.546914
-0.737312,0.572004
0.014379,-1.157002
0.124570,-0.439298
-0.436491,0.991690
-1.238701,-0.819061
-0.710644,-0.414166
1.861005,-2.221727
0.123475,-2.461273
0.363096,-1.311809
-0.792908,0.482558
0.876402,0.172891
-0.606108,1.331421
0.183362,0.052023
0.346037,-0.537952
1.725544,-1.035570
0.436561,-2.290331
0.825696,-0.382398
-0.459399,-0.188545
0.209075,-0.774245
-1.441690,0.927837
1.292163,-0.483892
0.002218,-0.118509
-0.516770,0.411413
-0.512121,-0.173484
0.741444,-0.830695
0.065422,0.254760
-0.247405,-0.395208
0.366353,-0.348500
2.290009,0.696610
0.844532,2.132825
-0.281615,0.015968
1.486882,-0.235774
0.195405,0.688610
0.660971,-0.898127
1.054872,0.990547
-0.134145,-1.635895
-0.024936,1.326021
0.109918,0.576080
0.059122,0.022552
-1.988349,-0.470550
-0.371478,0.141740
0.927613,-1.940310
2.113563,-0.280898
1.285927,2.054584
1.900549,1.900461
-0.449794,0.708860
0.251902,0.039896
-0.076580,-1.518058
0.289858,0.997556
-0.229222,0.996283
0.903775,-1.196265
-0.172844,-2.741286
0.249629,1.224523
0.552717,-1.422676
0.389045,-1.556712
-1.376936,-0.476111
0.497989,-1.637889
-0.308660,-0.738336
0.128951,-0.700412
1.008489,1.483855
1.351485,-0.943847
0.185300,1.169625
0.596466,-1.479919
0.329366,1.473223
2.456494,-1.495316
-0.411674,-1.099470
1.476967,-1.440774
-0.614360,-0.322736
1.035958,0.732928
0.692309,0.358234
1.461700,0.852066
-0.946981,0.174572
-1.046069,1.348767
1.158180,0.072864
-0.497943,-1.938302
-0.071810,-1.896962
-0.524955,-0.838572
0.007894,0.250837
-0.150447,0.601755
0.436884,1.167129
-0.424645,0.998624
-0.225117,-0.434905
-0.513395,-0.976749
1.004203,-0.057032
-1.118485,1.714682
-1.515465,1.763375
0.676581,0.210466
1.828915,0.138155
-0.448258,-1.269545
1.086092,-0.887357
-1.302607,-0.325604
-0.656697,0.690659
1.047098,-0.297289
-0.031999,-0.253027
0.189873,-0.996131
0.229162,0.328233
1.139546,1.846400
-1.191497,-1.421644
0.365449,-1.794364
-0.099097,-0.162812
-0.994634,0.703830
-0.043749,1.394205
-1.162977,-0.494469
0.267376,0.942237
0.990016,-0.043754
-0.866224,0.922562
0.429015,0.250085
0.528441,-2.114489
1.267553,0.511079
-0.631737,0.955307
0.164102,-0.565153
-0.280004,1.150633
0.292230,0.050055
-1.597552,0.030264
-0.049013,0.649238
-1.238936,-1.459520
-0.879306,-0.213934
-0.464926,0.100902
-1.253147,-0.094545
0.814528,0.358559
0.400176,0.385349
-0.039109,-0.689191
0.790713,-0.733474
-0.374416,1.061037
-1.277276,0.903835
0.617138,0.699970
-1.801632,0.056784
-0.711498,-0.031247
1.072845,0.386236
-1.358361,-3.032784
-0.892110,-0.089902
-0.598886,-1.383461
-2.211417,-0.973231
1.237046,-1.495817
1.000160,2.025283
1.468374,-0.635724
1.422206,0.626061
0.661864,2.577374
-1.444844,-0.571881
-0.962361,-0.636338
0.807518,1.290209
1.475434,-1.695450
0.567237,-0.722102
-1.383310,-0.263740
-0.235251,-1.615014
1.602568,-0.717867
1.275444,-1.096645
-0.580762,-0.788680
0.899743,0.877370
0.866776,-0.774154
0.357288,-1.510063
1.787980,-0.568902
0.539559,1.696575
-1.907364,-0.047769
2.056006,0.365479
0.229134,-1.244573
-1.792349,-0.330070
0.301655,0.890070
0.776488,0.068478
2.241834,0.028172
-1.314306,-1.738652
-0.812754,1.354982
-0.056227,1.118730
-0.093150,0.146801
0.787878,-1.144185
1.690233,0.355561
-0.001117,-0.173856
0.064008,0.161649
-1.547436,0.009866
0.091003,-0.849874
-1.131299,0.035656
0.998351,0.462134
0.999990,2.525427
0.079641,-0.974540
-0.328473,-1.032511
-1.217806,-1.675742
-1.196502,0.824311
0.147886,1.465452
-0.406615,-0.810324
-0.835256,0.639623
0.658605,0.930814
-1.297573,-0.065156
0.176520,-1.648506
-2.303123,-0.828908
0.804455,0.561592
0.922739,1.189521
0.191912,1.005817
-0.790234,-0.714368
0.514938,1.232086
-0.331785,0.716846
0.283946,-0.396159
-1.282981,-0.791574
1.651596,0.114329
-0.074538,0.621670
-0.005565,-0.866494
-0.835651,-0.342964
0.377664,0.256651
0.745186,1.081757
-1.728874,0.307493
1.165039,-2.058263
-0.787646,0.712294
0.782059,1.267166
0.239301,-0.180913
-0.402921,-1.975543
0.471958,2.175117
-1.151227,2.295289
-0.581761,-2.264573
-0.777427,-1.434998
0.692143,0.415209
-0.295815,0.190379
1.764908,-0.477206
-1.401229,0.544759
-0.076469,-2.422618
-0.741706,-0.696348
1.058606,0.059925
0.809402,0.965926
0.153128,-0.751860
-0.279886,-0.879784
1.718166,1.998860
-1.290728,0.271645
0.522603,-1.345162
0.085728,-0.679386
-0.955219,0.631870
0.072279,1.275800
-0.058121,-0.575407
3.331082,0.722618
-0.375187,-0.771734
0.996108,0.704734
-1.159586,0.609429
0.813401,-0.030829
-1.281521,-0.178155
0.525887,1.081969
-0.915123,0.051888
-0.650354,-1.583577
-0.118171,-0.162607
-0.960219,1.671460
-0.378111,1.189303
-0.611410,1.095944
0.005271,0.832719
-0.375771,-0.129932
-0.032537,0.176636
0.349319,0.062096
-0.251194,0.150720
-0.896040,0.820611
0.197894,0.560636
-0.570531,-0.556240
-2.110961,-0.913232
-0.267253,-1.919169
-1.790892,1.599223
1.290704,0.297024
2.309426,-1.195550
0.458729,-0.666183
0.765935,1.550987
-0.383009,1.821130
-1.249799,0.380309
0.137461,-1.823110
0.550290,0.564270
-0.714738,-1.838198
-0.344791,-0.327806
1.983809,1.139779
1.077664,1.543553
0.134979,2.382521
0.197503,0.789661
1.052526,1.079267
0.863804,0.540584
1.144648,-0.130222
-2.476984,-1.549821
-0.518789,-0.329154
-0.454702,0.571307
-1.661687,-0.471282
-0.554559,0.337500
-0.880165,-0.243665
0.153375,-0.452829
0.673926,0.784025
-0.386430,-0.600380
1.634753,-0.588871
-0.344470,1.870058
0.104834,1.108514
0.754343,-0.923899
-1.318709,0.541505
0.042583,0.320749
1.281706,-0.303696
0.007994,0.633815
0.411140,-0.174942
0.202964,0.216124
0.068138,-0.600667
-1.103720,0.055627
0.208747,-0.882261
0.000043,0.934832
-0.349602,0.189380
-1.638751,0.031044
0.142051,-0.799756
-0.031200,0.709688
-2.148602,-2.017207
-0.177380,-1.217720
0.167176,-1.324858
0.146130,-0.261994
1.550249,1.589634
1.294843,-0.081703
-1.016504,0.851864
0.025971,2.059090
1.157002,0.109366
-2.159717,-0.327954
1.633220,1.036435
1.795850,0.958056
-0.072813,-1.154799
-0.910809,-0.523185
-0.320141,-1.101395
-1.782414,-0.351452
-0.468677,-0.748672
-0.922110,0.371895
-0.640205,-0.281750
1.092651,-1.193641
-0.740067,-2.377916
-0.536901,0.134311
-0.614686,1.118272
-0.275975,0.782072
0.827629,1.201437
1.097686,-1.491537
-0.588680,1.573096
0.296579,0.239128
1.551909,-1.925303
-0.789108,-0.341379
0.037048,0.419869
1.189535,-0.436957
1.558013,0.594305
1.355766,0.285202
-0.125060,-0.181509
0.452263,0.062916
0.052064,-0.829404
-1.206219,-0.022627
-1.229359,-0.348667
1.222448,1.477607
-0.449818,0.718843
-0.037508,0.129130
-0.134579,0.925095
-0.472752,-1.262594
-1.905394,0.659234
-0.796938,0.594544
0.815882,0.311219
1.333096,-0.607243
1.087260,0.580035
-1.426163,0.513583
0.430878,2.183626
0.762489,0.970290
-0.477176,1.408395
0.134255,-0.923468
0.316013,0.484363
0.340344,-0.257303
-0.051936,1.181369
1.122524,1.428446
1.064865,-0.368536
1.818324,0.160357
0.442176,0.624932
-1.201339,0.574672
1.382286,1.100264
-0.354241,-0.740445
-1.362539,1.232188
-0.145056,1.209807
0.943484,-0.353318
-0.159633,0.714336
-0.864327,0.533494
-2.228140,0.834163
-0.180683,0.360241
-0.749316,0.418168
0.032734,0.370983
-0.410755,0.094565
1.453916,1.127727
1.099300,-0.517523
0.050084,0.994669
0.392553,0.724746
0.253750,-1.428628
1.348837,-1.174570
-0.835633,-1.718842
1.440421,1.286021
0.205011,-0.112751
-1.223281,-0.575475
0.330874,-0.806298
2.820596,-0.762649
1.862945,0.710622
1.262143,0.593900
-0.416966,1.505888
0.239667,-0.429693
-0.498000,0.572154
-1.320849,1.617434
0.442445,0.895933
-0.400961,1.051293
-0.164050,-1.528039
-1.773957,0.350126
-0.218043,-0.700594
-0.084629,-1.032049
-0.118165,0.191501
1.531038,0.105983
-0.893853,-1.726840
-0.157349,-0.190157
-0.456186,0.644860
-1.708784,1.625208
0.112489,-0.037355
-0.040610,-1.072780
-0.405122,-0.807349
-0.893048,-0.881692
-0.934877,1.515089
-0.371186,-0.030351
0.908693,0.943568
0.562484,1.369978
-0.080284,0.605156
0.133702,-0.371546
-0.857293,-0.506876
0.039832,-0.634544
0.378465,-1.599568
-0.420406,0.627134
0.476243,-1.100988
-0.799054,0.101016
-0.474837,-0.559379
-0.947546,0.453268
-0.672518,0.600542
0.925106,-0.973131
-1.210488,1.934450
-1.383445,0.017513
-0.246611,-1.209146
-1.516425,-2.059319
-0.059918,0.136131
0.624049,-0.198561
-0.324937,-0.320805
-2.343612,-0.191632
0.296245,-0.673226
-0.445347,-0.332116
0.873301,-0.397800
-0.042465,-2.236128
1.057770,0.073222
0.099337,1.125811
0.699002,-0.307858
0.909996,-1.903459
0.897133,-1.338551
0.746769,0.487166
0.389922,0.160072
-0.029080,0.771989
-0.756081,-0.240339
1.765851,-0.178448
-0.812834,-0.792474
-0.753868,-0.911050
-0.350404,-1.234394
1.524216,0.717217
-0.425204,-0.847370
-0.589688,-0.237699
-0.487006,0.716706
-0.616528,0.271467
-0.042075,0.957059
0.824983,-0.560860
-0.235420,1.234461
-0.043022,0.046401
0.715870,0.467008
-0.192205,0.097952
-0.917758,-0.217191
-1.328663,-0.150783
1.589965,-1.066384
-1.561327,-1.119187
-0.219063,0.159183
-2.228263,-1.661719
0.835810,2.110797
1.420846,1.268545
-0.188800,0.451857
-0.450955,-0.054048
0.260723,-0.307316
-0.505421,0.499179
0.185616,-1.173024
0.807864,2.003358
-0.479020,0.236585
0.629453,-0.761124
-0.191465,0.191492
0.564517,0.557442
0.729046,-0.618920
-1.866420,-1.302694
-0.894757,0.303289
1.635392,0.744577
-0.206937,-0.925209
1.317122,-1.284846
-1.290130,0.520321
-0.436180,1.287395
0.712214,1.376242
0.526131,0.705305
1.074918,1.116172
-1.463293,-0.184714
-0.354669,1.025565
0.544242,-0.572495
-0.856571,0.208571
-0.544012,1.349412
-1.278400,0.682157
-0.240031,0.367977
-1.677691,0.442165
0.851029,-1.029051
1.071200,-0.370728
1.822549,-1.222377
0.731815,-1.169736
1.716563,0.429247
0.185183,2.941312
-0.922430,-1.581903
1.005937,-0.993698
-0.298204,1.809721
-0.232391,1.840308
1.219315,-1.532291
-0.789513,0.024884
-1.046646,0.460854
0.303425,-1.591861
-0.711281,0.035848
0.400784,0.942268
0.617921,0.565798
0.547990,-1.932490
1.871455,-1.968607
0.096020,0.951499
1.634249,-0.020840
0.198359,-0.585640
0.991228,2.699593
-0.829791,-0.292771
0.392934,-0.487475
0.611187,-0.116704
-2.176750,-0.798909
0.591104,-0.234154
1.256190,0.753575
0.596547,0.546227
-0.146877,0.351523
-0.606235,-0.687475
0.322471,-1.256705
0.250498,-0.656971
0.311092,-2.905274
-0.424990,2.481845
0.137184,0.718985
0.864120,0.967776
1.021915,0.845366
-0.733148,-0.458723
-1.502509,-0.122857
-0.826630,0.692744
-0.935881,0.924322
0.076885,-0.873198
0.015985,-0.639436
-0.053771,-1.703519
1.800560,-1.471091
0.468200,-0.636190
-2.590503,-0.228213
0.872052,0.271272
1.502530,0.530287
-0.707962,0.528164
0.753478,0.607521
1.086416,0.286223
0.191875,1.041113
0.746940,-0.602478
-2.138507,-0.577584
-0.955410,-0.041958
-0.632351,1.487079
-0.899922,0.369537
1.451201,-1.800364
-1.837721,0.138991
-0.241556,2.127656
0.972743,1.103305
-0.415725,0.564778
-1.586250,0.938270
0.176499,0.725005
-0.477255,0.431597
-0.855092,1.241550
0.026806,0.709867
0.025750,-0.410214
1.996563,0.062743
0.109626,-0.915029
0.481732,-0.245559
1.195193,-1.883970
-0.818856,-0.020508
1.970948,-1.451492
0.069069,0.096326
-0.461580,-1.048164
-0.497610,1.499644
0.602121,-1.239399
-2.317989,0.058483
1.898379,-1.760958
-0.446098,-1.650161
-0.671371,0.801353
0.184323,-0.253783
-1.910834,0.756733
1.239165,1.270647
-1.571421,0.813313
